Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2010,191,Sigtuna,BL,,C,,,S,,MP,,
2011,191,Sigtuna,BL,,C,,,S,,MP,,
2012,191,Sigtuna,BL,,C,,,S,,MP,,
2013,191,Sigtuna,BL,,C,,,S,,MP,,
2010,192,Nynäshamn,BL,,,L,,S,,,,
2011,192,Nynäshamn,BL,,,L,,S,,,,
2012,192,Nynäshamn,BL,,,L,,S,,,,
2013,192,Nynäshamn,BL,,,L,,S,,,,
2010,305,Håbo,V,,,,,S,V,MP,,ÖP
2011,305,Håbo,V,,,,,S,V,MP,,ÖP
2012,305,Håbo,V,,,,,S,V,MP,,ÖP
2013,305,Håbo,V,,,,,S,V,MP,,ÖP
2010,319,Älvkarleby,V,,,,,S,V,,,
2011,319,Älvkarleby,V,,,,,S,V,,,
2012,319,Älvkarleby,V,,,,,S,V,,,
2013,319,Älvkarleby,V,,,,,S,V,,,
2010,330,Knivsta,A,M,C,L,KD,,,,,ÖP
2011,330,Knivsta,A,M,C,L,KD,,,,,ÖP
2012,330,Knivsta,A,M,C,L,KD,,,,,ÖP
2013,330,Knivsta,A,M,C,L,KD,,,,,ÖP
2010,331,Heby,A,M,C,L,KD,,,MP,,
2011,331,Heby,A,M,C,L,KD,,,MP,,
2012,331,Heby,A,M,C,L,KD,,,MP,,
2013,331,Heby,A,M,C,L,KD,,,MP,,
2010,360,Tierp,V,,,,,S,V,MP,,
2011,360,Tierp,V,,,,,S,V,MP,,
2012,360,Tierp,V,,,,,S,V,MP,,
2013,360,Tierp,V,,,,,S,V,MP,,
2010,380,Uppsala,A,M,C,L,KD,,,,,
2011,380,Uppsala,A,M,C,L,KD,,,,,
2012,380,Uppsala,A,M,C,L,KD,,,,,
2013,380,Uppsala,A,M,C,L,KD,,,,,
2010,381,Enköping,A,M,C,L,KD,,,,,
2011,381,Enköping,A,M,C,L,KD,,,,,
2012,381,Enköping,A,M,C,L,KD,,,,,
2013,381,Enköping,A,M,C,L,KD,,,,,
2010,382,Östhammar,BL,,C,,,S,,,,
2011,382,Östhammar,BL,,C,,,S,,,,
2012,382,Östhammar,BL,,C,,,S,,,,
2013,382,Östhammar,BL,,C,,,S,,,,
2010,428,Vingåker,V,,,,,S,,,,
2011,428,Vingåker,V,,,,,S,,,,
2012,428,Vingåker,V,,,,,S,,,,
2013,428,Vingåker,V,,,,,S,,,,
2010,461,Gnesta,V,,,,,S,V,MP,,
2011,461,Gnesta,V,,,,,S,V,MP,,
2012,461,Gnesta,V,,,,,S,V,MP,,
2013,461,Gnesta,V,,,,,S,V,MP,,
2010,480,Nyköping,V,,,,,S,V,MP,,
2011,480,Nyköping,V,,,,,S,V,MP,,
2012,480,Nyköping,V,,,,,S,V,MP,,
2013,480,Nyköping,V,,,,,S,V,MP,,
2010,481,Oxelösund,V,,,,,S,V,,,
2011,481,Oxelösund,V,,,,,S,V,,,
2012,481,Oxelösund,V,,,,,S,V,,,
2013,481,Oxelösund,V,,,,,S,V,,,
2010,482,Flen,V,,,,,S,V,,,ÖP
2011,482,Flen,V,,,,,S,V,,,ÖP
2012,482,Flen,V,,,,,S,V,,,ÖP
2013,482,Flen,V,,,,,S,V,,,ÖP
2010,483,Katrineholm,BL,M,,,,S,,,,
2011,483,Katrineholm,BL,M,,,,S,,,,
2012,483,Katrineholm,BL,M,,,,S,,,,
2013,483,Katrineholm,BL,M,,,,S,,,,
2010,484,Eskilstuna,V,,,,,S,V,MP,,
2011,484,Eskilstuna,V,,,,,S,V,MP,,
2012,484,Eskilstuna,V,,,,,S,V,MP,,
2013,484,Eskilstuna,V,,,,,S,V,MP,,
2010,486,Strängnäs,BL,,C,L,,S,,,,
2011,486,Strängnäs,BL,,C,L,,S,,,,
2012,486,Strängnäs,BL,,C,L,,S,,,,
2013,486,Strängnäs,BL,,C,L,,S,,,,
2010,488,Trosa,A,M,C,L,KD,,,,,
2011,488,Trosa,A,M,C,L,KD,,,,,
2012,488,Trosa,A,M,C,L,KD,,,,,
2013,488,Trosa,A,M,C,L,KD,,,,,
2010,509,Ödeshög,A,M,C,,KD,,,,,
2011,509,Ödeshög,A,M,C,,KD,,,,,
2012,509,Ödeshög,A,M,C,,KD,,,,,
2013,509,Ödeshög,A,M,C,,KD,,,,,
2010,512,Ydre,A,M,C,,KD,,,,,
2011,512,Ydre,A,M,C,,KD,,,,,
2012,512,Ydre,A,M,C,,KD,,,,,
2013,512,Ydre,A,M,C,,KD,,,,,
2010,513,Kinda,A,M,C,,KD,,,MP,,
2011,513,Kinda,A,M,C,,KD,,,MP,,
2012,513,Kinda,A,M,C,,KD,,,MP,,
2013,513,Kinda,A,M,C,,KD,,,MP,,
2010,560,Boxholm,V,,,,,S,,,,
2011,560,Boxholm,V,,,,,S,,,,
2012,560,Boxholm,V,,,,,S,,,,
2013,560,Boxholm,V,,,,,S,,,,
2010,561,Åtvidaberg,BL,M,,,,S,,,,
2011,561,Åtvidaberg,BL,M,,,,S,,,,
2012,561,Åtvidaberg,BL,M,,,,S,,,,
2013,561,Åtvidaberg,BL,M,,,,S,,,,
2010,562,Finspång,V,,,,,S,V,MP,,
2011,562,Finspång,V,,,,,S,V,MP,,
2012,562,Finspång,V,,,,,S,V,MP,,
2013,562,Finspång,V,,,,,S,V,MP,,
2010,563,Valdemarsvik,A,M,C,L,KD,,,,,ÖP
2011,563,Valdemarsvik,A,M,C,L,KD,,,,,ÖP
2012,563,Valdemarsvik,A,M,C,L,KD,,,,,ÖP
2013,563,Valdemarsvik,A,M,C,L,KD,,,,,ÖP
2010,580,Linköping,A,M,C,L,KD,,,,,
2011,580,Linköping,A,M,C,L,KD,,,,,
2012,580,Linköping,A,M,C,L,KD,,,,,
2013,580,Linköping,A,M,C,L,KD,,,,,
2010,581,Norrköping,V,,,,,S,V,MP,,
2011,581,Norrköping,V,,,,,S,V,MP,,
2012,581,Norrköping,V,,,,,S,V,MP,,
2013,581,Norrköping,V,,,,,S,V,MP,,
2010,582,Söderköping,A,M,C,L,KD,,,,,
2011,582,Söderköping,A,M,C,L,KD,,,,,
2012,582,Söderköping,A,M,C,L,KD,,,,,
2013,582,Söderköping,A,M,C,L,KD,,,,,
2010,583,Motala,V,,,,,S,V,MP,,
2011,583,Motala,V,,,,,S,V,MP,,
2012,583,Motala,V,,,,,S,V,MP,,
2013,583,Motala,V,,,,,S,V,MP,,
2010,584,Vadstena,A,M,C,L,KD,,,,,
2011,584,Vadstena,A,M,C,L,KD,,,,,
2012,584,Vadstena,A,M,C,L,KD,,,,,
2013,584,Vadstena,A,M,C,L,KD,,,,,
2010,586,Mjölby,V,,,,,S,V,MP,,
2011,586,Mjölby,V,,,,,S,V,MP,,
2012,586,Mjölby,V,,,,,S,V,MP,,
2013,586,Mjölby,V,,,,,S,V,MP,,
2010,604,Aneby,A,M,C,L,KD,,,,,
2011,604,Aneby,A,M,C,L,KD,,,,,
2012,604,Aneby,A,M,C,L,KD,,,,,
2013,604,Aneby,A,M,C,L,KD,,,,,
2010,617,Gnosjö,A,M,C,L,KD,,,,,
2011,617,Gnosjö,A,M,C,L,KD,,,,,
2012,617,Gnosjö,A,M,C,L,KD,,,,,
2013,617,Gnosjö,A,M,C,L,KD,,,,,
2010,642,Mullsjö,A,M,C,L,KD,,,,,
2011,642,Mullsjö,A,M,C,L,KD,,,,,
2012,642,Mullsjö,A,M,C,L,KD,,,,,
2013,642,Mullsjö,A,M,C,L,KD,,,,,
2010,643,Habo,A,M,C,L,KD,,,,,
2011,643,Habo,A,M,C,L,KD,,,,,
2012,643,Habo,A,M,C,L,KD,,,,,
2013,643,Habo,A,M,C,L,KD,,,,,
2010,662,Gislaved,A,M,C,L,KD,,,MP,,
2011,662,Gislaved,A,M,C,L,KD,,,MP,,
2012,662,Gislaved,A,M,C,L,KD,,,MP,,
2013,662,Gislaved,A,M,C,L,KD,,,MP,,
2010,665,Vaggeryd,BL,,C,,,S,V,MP,,
2011,665,Vaggeryd,BL,,C,,,S,V,MP,,
2012,665,Vaggeryd,BL,,C,,,S,V,MP,,
2013,665,Vaggeryd,BL,,C,,,S,V,MP,,
2010,680,Jönköping,A,M,C,L,KD,,,MP,,
2011,680,Jönköping,A,M,C,L,KD,,,MP,,
2012,680,Jönköping,A,M,C,L,KD,,,MP,,
2013,680,Jönköping,A,M,C,L,KD,,,MP,,
2010,682,Nässjö,BL,,C,L,,S,,,,
2011,682,Nässjö,BL,,C,L,,S,,,,
2012,682,Nässjö,BL,,C,L,,S,,,,
2013,682,Nässjö,BL,,C,L,,S,,,,
2010,683,Värnamo,A,M,C,L,KD,,,,,
2011,683,Värnamo,A,M,C,L,KD,,,,,
2012,683,Värnamo,A,M,C,L,KD,,,,,
2013,683,Värnamo,A,M,C,L,KD,,,,,
2010,684,Sävsjö,A,M,C,L,KD,,,,,
2011,684,Sävsjö,A,M,C,L,KD,,,,,
2012,684,Sävsjö,A,M,C,L,KD,,,,,
2013,684,Sävsjö,A,M,C,L,KD,,,,,
2010,685,Vetlanda,BL,M,C,,,S,,,,
2011,685,Vetlanda,BL,M,C,,,S,,,,
2012,685,Vetlanda,BL,M,C,,,S,,,,
2013,685,Vetlanda,BL,M,C,,,S,,,,
2010,686,Eksjö,BL,M,C,,,S,,,,
2011,686,Eksjö,BL,M,C,,,S,,,,
2012,686,Eksjö,BL,M,C,,,S,,,,
2013,686,Eksjö,BL,M,C,,,S,,,,
2010,687,Tranås,A,M,C,L,KD,,,MP,,
2011,687,Tranås,A,M,C,L,KD,,,MP,,
2012,687,Tranås,A,M,C,L,KD,,,MP,,
2013,687,Tranås,A,M,C,L,KD,,,MP,,
2010,760,Uppvidinge,A,M,C,L,KD,,,MP,,
2011,760,Uppvidinge,A,M,C,L,KD,,,MP,,
2012,760,Uppvidinge,A,M,C,L,KD,,,MP,,
2013,760,Uppvidinge,A,M,C,L,KD,,,MP,,
2010,761,Lessebo,V,,,,,S,,,,
2011,761,Lessebo,V,,,,,S,,,,
2012,761,Lessebo,V,,,,,S,,,,
2013,761,Lessebo,V,,,,,S,,,,
2010,763,Tingsryd,BL,M,,L,KD,S,,,,
2011,763,Tingsryd,BL,M,,L,KD,S,,,,
2012,763,Tingsryd,BL,M,,L,KD,S,,,,
2013,763,Tingsryd,BL,M,,L,KD,S,,,,
2010,764,Alvesta,A,M,,L,KD,,,,,
2011,764,Alvesta,A,M,,L,KD,,,,,
2012,764,Alvesta,A,M,,L,KD,,,,,
2013,764,Alvesta,A,M,,L,KD,,,,,
2010,765,Älmhult,A,M,C,L,KD,,,MP,,
2011,765,Älmhult,A,M,C,L,KD,,,MP,,
2012,765,Älmhult,A,M,C,L,KD,,,MP,,
2013,765,Älmhult,A,M,C,L,KD,,,MP,,
2010,767,Mark,A,M,C,,KD,,,,,
2011,767,Mark,A,M,C,,KD,,,,,
2012,767,Mark,A,M,C,,KD,,,,,
2013,767,Mark,A,M,C,,KD,,,,,
2010,780,Växjö,A,M,C,L,KD,,,,,
2011,780,Växjö,A,M,C,L,KD,,,,,
2012,780,Växjö,A,M,C,L,KD,,,,,
2013,780,Växjö,A,M,C,L,KD,,,,,
2010,781,Ljungby,A,M,C,L,KD,,,MP,,
2011,781,Ljungby,A,M,C,L,KD,,,MP,,
2012,781,Ljungby,A,M,C,L,KD,,,MP,,
2013,781,Ljungby,A,M,C,L,KD,,,MP,,
2010,821,Högsby,V,,,,,S,V,MP,,
2011,821,Högsby,V,,,,,S,V,MP,,
2012,821,Högsby,V,,,,,S,V,MP,,
2013,821,Högsby,V,,,,,S,V,MP,,
2010,834,Torsås,A,M,C,L,KD,,,,,
2011,834,Torsås,A,M,C,L,KD,,,,,
2012,834,Torsås,A,M,C,L,KD,,,,,
2013,834,Torsås,A,M,C,L,KD,,,,,
2010,840,Mörbylånga,A,M,C,L,KD,,,,,
2011,840,Mörbylånga,A,M,C,L,KD,,,,,
2012,840,Mörbylånga,A,M,C,L,KD,,,,,
2013,840,Mörbylånga,A,M,C,L,KD,,,,,
2010,860,Hultsfred,A,M,C,L,KD,,,MP,,
2011,860,Hultsfred,A,M,C,L,KD,,,MP,,
2012,860,Hultsfred,A,M,C,L,KD,,,MP,,
2013,860,Hultsfred,A,M,C,L,KD,,,MP,,
2010,861,Mönsterås,A,M,C,L,KD,,,,,
2011,861,Mönsterås,A,M,C,L,KD,,,,,
2012,861,Mönsterås,A,M,C,L,KD,,,,,
2013,861,Mönsterås,A,M,C,L,KD,,,,,
2010,862,Emmaboda,V,,,,,S,V,MP,,
2011,862,Emmaboda,V,,,,,S,V,MP,,
2012,862,Emmaboda,V,,,,,S,V,MP,,
2013,862,Emmaboda,V,,,,,S,V,MP,,
2010,880,Kalmar,V,,,,,S,V,MP,,
2011,880,Kalmar,V,,,,,S,V,MP,,
2012,880,Kalmar,V,,,,,S,V,MP,,
2013,880,Kalmar,V,,,,,S,V,MP,,
2010,881,Nybro,V,,,,,S,V,MP,,
2011,881,Nybro,V,,,,,S,V,MP,,
2012,881,Nybro,V,,,,,S,V,MP,,
2013,881,Nybro,V,,,,,S,V,MP,,
2010,882,Oskarshamn,V,,,,,S,V,MP,,
2011,882,Oskarshamn,V,,,,,S,V,MP,,
2012,882,Oskarshamn,V,,,,,S,V,MP,,
2013,882,Oskarshamn,V,,,,,S,V,MP,,
2010,883,Västervik,A,M,C,L,KD,,,,,ÖP
2011,883,Västervik,A,M,C,L,KD,,,,,ÖP
2012,883,Västervik,A,M,C,L,KD,,,,,ÖP
2013,883,Västervik,A,M,C,L,KD,,,,,ÖP
2010,884,Vimmerby,A,M,C,L,KD,,,,,
2011,884,Vimmerby,A,M,C,L,KD,,,,,
2012,884,Vimmerby,A,M,C,L,KD,,,,,
2013,884,Vimmerby,A,M,C,L,KD,,,,,
2010,885,Borgholm,A,M,C,L,KD,,,,,
2011,885,Borgholm,A,M,C,L,KD,,,,,
2012,885,Borgholm,A,M,C,L,KD,,,,,
2013,885,Borgholm,A,M,C,L,KD,,,,,
2010,980,Gotland,V,,,,,S,V,MP,,
2011,980,Gotland,V,,,,,S,V,MP,,
2012,980,Gotland,V,,,,,S,V,MP,,
2013,980,Gotland,V,,,,,S,V,MP,,
2010,1060,Olofström,V,,,,,S,,,,
2011,1060,Olofström,V,,,,,S,,,,
2012,1060,Olofström,V,,,,,S,,,,
2013,1060,Olofström,V,,,,,S,,,,
2010,1080,Karlskrona,A,M,C,L,KD,,,MP,,
2011,1080,Karlskrona,A,M,C,L,KD,,,MP,,
2012,1080,Karlskrona,A,M,C,L,KD,,,MP,,
2013,1080,Karlskrona,A,M,C,L,KD,,,MP,,
2010,1081,Ronneby,A,M,C,L,KD,,,,,
2011,1081,Ronneby,A,M,C,L,KD,,,,,
2012,1081,Ronneby,A,M,C,L,KD,,,,,
2013,1081,Ronneby,A,M,C,L,KD,,,,,
2010,1082,Karlshamn,BL,,C,L,KD,S,,,,
2011,1082,Karlshamn,BL,,C,L,KD,S,,,,
2012,1082,Karlshamn,BL,,C,L,KD,S,,,,
2013,1082,Karlshamn,BL,,C,L,KD,S,,,,
2010,1083,Sölvesborg,V,,,,,S,V,MP,,
2011,1083,Sölvesborg,V,,,,,S,V,MP,,
2012,1083,Sölvesborg,V,,,,,S,V,MP,,
2013,1083,Sölvesborg,V,,,,,S,V,MP,,
2010,1214,Svalöv,BL,M,,L,,S,,,,
2011,1214,Svalöv,BL,M,,L,,S,,,,
2012,1214,Svalöv,BL,M,,L,,S,,,,
2013,1214,Svalöv,BL,M,,L,,S,,,,
2010,1230,Staffanstorp,A,M,,,,,,,,
2011,1230,Staffanstorp,A,M,,,,,,,,
2012,1230,Staffanstorp,A,M,,,,,,,,
2013,1230,Staffanstorp,A,M,,,,,,,,
2010,1231,Burlöv,V,,,,,S,,,,
2011,1231,Burlöv,V,,,,,S,,,,
2012,1231,Burlöv,V,,,,,S,,,,
2013,1231,Burlöv,V,,,,,S,,,,
2010,1233,Vellinge,A,M,,,,,,,,
2011,1233,Vellinge,A,M,,,,,,,,
2012,1233,Vellinge,A,M,,,,,,,,
2013,1233,Vellinge,A,M,,,,,,,,
2010,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2011,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2012,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2013,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2010,1257,Örkelljunga,A,M,C,L,KD,,,,,ÖP
2011,1257,Örkelljunga,A,M,C,L,KD,,,,,ÖP
2012,1257,Örkelljunga,A,M,C,L,KD,,,,,ÖP
2013,1257,Örkelljunga,A,M,C,L,KD,,,,,ÖP
2010,1260,Bjuv,V,,,,,S,V,,,
2011,1260,Bjuv,V,,,,,S,V,,,
2012,1260,Bjuv,V,,,,,S,V,,,
2013,1260,Bjuv,V,,,,,S,V,,,
2010,1261,Kävlinge,A,M,C,L,KD,,,,,
2011,1261,Kävlinge,A,M,C,L,KD,,,,,
2012,1261,Kävlinge,A,M,C,L,KD,,,,,
2013,1261,Kävlinge,A,M,C,L,KD,,,,,
2010,1262,Lomma,A,M,,,,,,,,
2011,1262,Lomma,A,M,,,,,,,,
2012,1262,Lomma,A,M,,,,,,,,
2013,1262,Lomma,A,M,,,,,,,,
2010,1263,Svedala,A,M,C,L,,,,,,ÖP
2011,1263,Svedala,A,M,C,L,,,,,,ÖP
2012,1263,Svedala,A,M,C,L,,,,,,ÖP
2013,1263,Svedala,A,M,C,L,,,,,,ÖP
2010,1264,Skurup,A,M,C,L,,,,MP,,
2011,1264,Skurup,A,M,C,L,,,,MP,,
2012,1264,Skurup,A,M,C,L,,,,MP,,
2013,1264,Skurup,A,M,C,L,,,,MP,,
2010,1265,Sjöbo,A,M,C,L,,,,,,
2011,1265,Sjöbo,A,M,C,L,,,,,,
2012,1265,Sjöbo,A,M,C,L,,,,,,
2013,1265,Sjöbo,A,M,C,L,,,,,,
2010,1266,Hörby,A,M,C,L,KD,,,MP,,
2011,1266,Hörby,A,M,C,L,KD,,,MP,,
2012,1266,Hörby,A,M,C,L,KD,,,MP,,
2013,1266,Hörby,A,M,C,L,KD,,,MP,,
2010,1267,Höör,A,M,C,L,KD,,,,,
2011,1267,Höör,A,M,C,L,KD,,,,,
2012,1267,Höör,A,M,C,L,KD,,,,,
2013,1267,Höör,A,M,C,L,KD,,,,,
2010,1270,Tomelilla,BL,M,,,,S,,,,
2011,1270,Tomelilla,BL,M,,,,S,,,,
2012,1270,Tomelilla,BL,M,,,,S,,,,
2013,1270,Tomelilla,BL,M,,,,S,,,,
2010,1272,Bromölla,V,,,,,S,,,,
2011,1272,Bromölla,V,,,,,S,,,,
2012,1272,Bromölla,V,,,,,S,,,,
2013,1272,Bromölla,V,,,,,S,,,,
2010,1273,Osby,A,,C,,KD,,,,,
2011,1273,Osby,A,,C,,KD,,,,,
2012,1273,Osby,A,,C,,KD,,,,,
2013,1273,Osby,A,,C,,KD,,,,,
2010,1275,Perstorp,A,M,C,L,KD,,,,,ÖP
2011,1275,Perstorp,A,M,C,L,KD,,,,,ÖP
2012,1275,Perstorp,A,M,C,L,KD,,,,,ÖP
2013,1275,Perstorp,A,M,C,L,KD,,,,,ÖP
2010,1276,Klippan,A,M,C,L,KD,,,MP,,
2011,1276,Klippan,A,M,C,L,KD,,,MP,,
2012,1276,Klippan,A,M,C,L,KD,,,MP,,
2013,1276,Klippan,A,M,C,L,KD,,,MP,,
2010,1277,Åstorp,BL,,C,,,S,,MP,,
2011,1277,Åstorp,BL,,C,,,S,,MP,,
2012,1277,Åstorp,BL,,C,,,S,,MP,,
2013,1277,Åstorp,BL,,C,,,S,,MP,,
2010,1278,Båstad,A,M,C,L,KD,,,,,
2011,1278,Båstad,A,M,C,L,KD,,,,,
2012,1278,Båstad,A,M,C,L,KD,,,,,
2013,1278,Båstad,A,M,C,L,KD,,,,,
2010,1280,Malmö,V,,,,,S,V,MP,,
2011,1280,Malmö,V,,,,,S,V,MP,,
2012,1280,Malmö,V,,,,,S,V,MP,,
2013,1280,Malmö,V,,,,,S,V,MP,,
2010,1281,Lund,A,M,C,L,KD,,,,,
2011,1281,Lund,A,M,C,L,KD,,,,,
2012,1281,Lund,A,M,C,L,KD,,,,,
2013,1281,Lund,A,M,C,L,KD,,,,,
2010,1282,Landskrona,A,M,,L,,,,MP,,
2011,1282,Landskrona,A,M,,L,,,,MP,,
2012,1282,Landskrona,A,M,,L,,,,MP,,
2013,1282,Landskrona,A,M,,L,,,,MP,,
2010,1283,Helsingborg,A,M,,L,KD,,,,,
2011,1283,Helsingborg,A,M,,L,KD,,,,,
2012,1283,Helsingborg,A,M,,L,KD,,,,,
2013,1283,Helsingborg,A,M,,L,KD,,,,,
2010,1284,Höganäs,A,M,C,L,KD,,,,,
2011,1284,Höganäs,A,M,C,L,KD,,,,,
2012,1284,Höganäs,A,M,C,L,KD,,,,,
2013,1284,Höganäs,A,M,C,L,KD,,,,,
2010,1285,Eslöv,BL,M,,,,S,,,,
2011,1285,Eslöv,BL,M,,,,S,,,,
2012,1285,Eslöv,BL,M,,,,S,,,,
2013,1285,Eslöv,BL,M,,,,S,,,,
2010,1286,Ystad,A,M,C,L,KD,,,MP,,
2011,1286,Ystad,A,M,C,L,KD,,,MP,,
2012,1286,Ystad,A,M,C,L,KD,,,MP,,
2013,1286,Ystad,A,M,C,L,KD,,,MP,,
2010,1287,Trelleborg,A,M,C,L,KD,,,MP,,
2011,1287,Trelleborg,A,M,C,L,KD,,,MP,,
2012,1287,Trelleborg,A,M,C,L,KD,,,MP,,
2013,1287,Trelleborg,A,M,C,L,KD,,,MP,,
2010,1290,Kristianstad,A,M,C,L,,,,MP,,ÖP
2011,1290,Kristianstad,A,M,C,L,,,,MP,,ÖP
2012,1290,Kristianstad,A,M,C,L,,,,MP,,ÖP
2013,1290,Kristianstad,A,M,C,L,,,,MP,,ÖP
2010,1291,Simrishamn,A,M,C,L,KD,,,,,ÖP
2011,1291,Simrishamn,A,M,C,L,KD,,,,,ÖP
2012,1291,Simrishamn,A,M,C,L,KD,,,,,ÖP
2013,1291,Simrishamn,A,M,C,L,KD,,,,,ÖP
2010,1292,Ängelholm,A,M,C,L,KD,,,,,
2011,1292,Ängelholm,A,M,C,L,KD,,,,,
2012,1292,Ängelholm,A,M,C,L,KD,,,,,
2013,1292,Ängelholm,A,M,C,L,KD,,,,,
2010,1293,Hässleholm,A,M,C,L,KD,,,MP,,ÖP
2011,1293,Hässleholm,A,M,C,L,KD,,,MP,,ÖP
2012,1293,Hässleholm,A,M,C,L,KD,,,MP,,ÖP
2013,1293,Hässleholm,A,M,C,L,KD,,,MP,,ÖP
2010,1315,Hylte,A,M,C,L,KD,,,,,ÖP
2011,1315,Hylte,A,M,C,L,KD,,,,,ÖP
2012,1315,Hylte,A,M,C,L,KD,,,,,ÖP
2013,1315,Hylte,A,M,C,L,KD,,,,,ÖP
2010,1380,Halmstad,A,M,C,L,KD,,,MP,,
2011,1380,Halmstad,A,M,C,L,KD,,,MP,,
2012,1380,Halmstad,A,M,C,L,KD,,,MP,,
2013,1380,Halmstad,A,M,C,L,KD,,,MP,,
2010,1381,Laholm,A,M,C,L,KD,,,,,
2011,1381,Laholm,A,M,C,L,KD,,,,,
2012,1381,Laholm,A,M,C,L,KD,,,,,
2013,1381,Laholm,A,M,C,L,KD,,,,,
2010,1382,Falkenberg,A,M,C,L,KD,,,,,
2011,1382,Falkenberg,A,M,C,L,KD,,,,,
2012,1382,Falkenberg,A,M,C,L,KD,,,,,
2013,1382,Falkenberg,A,M,C,L,KD,,,,,
2010,1383,Varberg,A,M,C,L,KD,,,,,
2011,1383,Varberg,A,M,C,L,KD,,,,,
2012,1383,Varberg,A,M,C,L,KD,,,,,
2013,1383,Varberg,A,M,C,L,KD,,,,,
2010,1384,Kungsbacka,A,M,C,L,KD,,,,,
2011,1384,Kungsbacka,A,M,C,L,KD,,,,,
2012,1384,Kungsbacka,A,M,C,L,KD,,,,,
2013,1384,Kungsbacka,A,M,C,L,KD,,,,,
2010,1401,Härryda,A,M,C,L,KD,,,,,
2011,1401,Härryda,A,M,C,L,KD,,,,,
2012,1401,Härryda,A,M,C,L,KD,,,,,
2013,1401,Härryda,A,M,C,L,KD,,,,,
2010,1402,Partille,A,M,C,L,KD,,,,,
2011,1402,Partille,A,M,C,L,KD,,,,,
2012,1402,Partille,A,M,C,L,KD,,,,,
2013,1402,Partille,A,M,C,L,KD,,,,,
2010,1407,Öckerö,A,M,,L,KD,,,,,
2011,1407,Öckerö,A,M,,L,KD,,,,,
2012,1407,Öckerö,A,M,,L,KD,,,,,
2013,1407,Öckerö,A,M,,L,KD,,,,,
2010,1415,Stenungsund,A,M,C,L,KD,,,,,
2011,1415,Stenungsund,A,M,C,L,KD,,,,,
2012,1415,Stenungsund,A,M,C,L,KD,,,,,
2013,1415,Stenungsund,A,M,C,L,KD,,,,,
2010,1419,Tjörn,A,M,C,L,KD,,,,,ÖP
2011,1419,Tjörn,A,M,C,L,KD,,,,,ÖP
2012,1419,Tjörn,A,M,C,L,KD,,,,,ÖP
2013,1419,Tjörn,A,M,C,L,KD,,,,,ÖP
2010,1421,Orust,BL,,,L,,S,,,,ÖP
2011,1421,Orust,BL,,,L,,S,,,,ÖP
2012,1421,Orust,BL,,,L,,S,,,,ÖP
2013,1421,Orust,BL,,,L,,S,,,,ÖP
2010,1427,Sotenäs,A,M,C,L,KD,,,,,ÖP
2011,1427,Sotenäs,A,M,C,L,KD,,,,,ÖP
2012,1427,Sotenäs,A,M,C,L,KD,,,,,ÖP
2013,1427,Sotenäs,A,M,C,L,KD,,,,,ÖP
2010,1430,Munkedal,BL,,C,,,S,,,,
2011,1430,Munkedal,BL,,C,,,S,,,,
2012,1430,Munkedal,BL,,C,,,S,,,,
2013,1430,Munkedal,BL,,C,,,S,,,,
2010,1435,Tanum,A,M,C,L,KD,,,,,
2011,1435,Tanum,A,M,C,L,KD,,,,,
2012,1435,Tanum,A,M,C,L,KD,,,,,
2013,1435,Tanum,A,M,C,L,KD,,,,,
2010,1438,Dals-Ed,A,M,C,L,KD,,,,,
2011,1438,Dals-Ed,A,M,C,L,KD,,,,,
2012,1438,Dals-Ed,A,M,C,L,KD,,,,,
2013,1438,Dals-Ed,A,M,C,L,KD,,,,,
2010,1439,Färgelanda,A,M,C,,KD,,,,,
2011,1439,Färgelanda,A,M,C,,KD,,,,,
2012,1439,Färgelanda,A,M,C,,KD,,,,,
2013,1439,Färgelanda,A,M,C,,KD,,,,,
2010,1440,Ale,A,M,C,L,KD,,,,,ÖP
2011,1440,Ale,A,M,C,L,KD,,,,,ÖP
2012,1440,Ale,A,M,C,L,KD,,,,,ÖP
2013,1440,Ale,A,M,C,L,KD,,,,,ÖP
2010,1441,Lerum,A,M,C,L,KD,,,,,
2011,1441,Lerum,A,M,C,L,KD,,,,,
2012,1441,Lerum,A,M,C,L,KD,,,,,
2013,1441,Lerum,A,M,C,L,KD,,,,,
2010,1442,Vårgårda,A,M,C,L,KD,,,,,
2011,1442,Vårgårda,A,M,C,L,KD,,,,,
2012,1442,Vårgårda,A,M,C,L,KD,,,,,
2013,1442,Vårgårda,A,M,C,L,KD,,,,,
2010,1443,Bollebygd,A,M,C,L,KD,,,,,
2011,1443,Bollebygd,A,M,C,L,KD,,,,,
2012,1443,Bollebygd,A,M,C,L,KD,,,,,
2013,1443,Bollebygd,A,M,C,L,KD,,,,,
2010,1444,Grästorp,A,M,C,L,,,,,,
2011,1444,Grästorp,A,M,C,L,,,,,,
2012,1444,Grästorp,A,M,C,L,,,,,,
2013,1444,Grästorp,A,M,C,L,,,,,,
2010,1445,Essunga,A,M,,L,KD,,,,,
2011,1445,Essunga,A,M,,L,KD,,,,,
2012,1445,Essunga,A,M,,L,KD,,,,,
